firstName,lastName,collegeName,currentTeam,draftTeam,draftYear,yearsPro,position
Danilo,Gallinari,"Sant'Angelo Lodigiano, Italy","[{'teamId': '1610612752', 'seasonStart': '2008', 'seasonEnd': '2010'}, {'teamId': '1610612743', 'seasonStart': '2010', 'seasonEnd': '2016'}, {'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2008'}",2008,9,F
Langston,Galloway,Saint Joseph's,"[{'teamId': '1610612752', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612758', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612740', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612765', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2014,4,G
Marc,Gasol,"Barcelona, Spain","[{'teamId': '1610612763', 'seasonStart': '2008', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '48', 'roundNum': '2', 'seasonYear': '2007'}",2008,10,C
Pau,Gasol,"Barcelona, Spain","[{'teamId': '1610612763', 'seasonStart': '2001', 'seasonEnd': '2007'}, {'teamId': '1610612747', 'seasonStart': '2007', 'seasonEnd': '2013'}, {'teamId': '1610612741', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612759', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2001'}",2001,17,C-F
Rudy,Gay,Connecticut,"[{'teamId': '1610612763', 'seasonStart': '2006', 'seasonEnd': '2012'}, {'teamId': '1610612761', 'seasonStart': '2012', 'seasonEnd': '2013'}, {'teamId': '1610612758', 'seasonStart': '2013', 'seasonEnd': '2016'}, {'teamId': '1610612759', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2006'}",2006,12,F
Paul,George,Fresno State,"[{'teamId': '1610612754', 'seasonStart': '2010', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2010'}",2010,8,F
Taj,Gibson,Southern California,"[{'teamId': '1610612741', 'seasonStart': '2009', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612750', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2009'}",2009,9,F
Harry,Giles III,Duke,"[{'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '20', 'roundNum': '1', 'seasonYear': '2017'}",2018,0,F-C
Shai,Gilgeous-Alexander,Kentucky,"[{'teamId': '1610612746', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Rudy,Gobert,France,"[{'teamId': '1610612762', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '27', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,C
Brandon,Goodwin,,"[{'teamId': '1610612743', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",,0,G
Aaron,Gordon,Arizona,"[{'teamId': '1610612753', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,F
Eric,Gordon,Indiana,"[{'teamId': '1610612746', 'seasonStart': '2008', 'seasonEnd': '2010'}, {'teamId': '1610612740', 'seasonStart': '2011', 'seasonEnd': '2015'}, {'teamId': '1610612745', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612746', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2008'}",2008,10,G
Marcin,Gortat,"Lodz, Poland","[{'teamId': '1610612753', 'seasonStart': '2007', 'seasonEnd': '2010'}, {'teamId': '1610612756', 'seasonStart': '2010', 'seasonEnd': '2012'}, {'teamId': '1610612764', 'seasonStart': '2013', 'seasonEnd': '2017'}, {'teamId': '1610612746', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '57', 'roundNum': '2', 'seasonYear': '2005'}",2007,11,C
Devonte',Graham,Kansas,"[{'teamId': '1610612766', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '34', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,G
Treveon,Graham,Virginia Commonwealth,"[{'teamId': '1610612766', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612751', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,F
Jerami,Grant,Syracuse,"[{'teamId': '1610612755', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '39', 'roundNum': '2', 'seasonYear': '2014'}",2014,4,F
Jerian,Grant,Notre Dame,"[{'teamId': '1610612752', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612741', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612753', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,G
Danny,Green,North Carolina,"[{'teamId': '1610612739', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612759', 'seasonStart': '2010', 'seasonEnd': '2017'}, {'teamId': '1610612761', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '46', 'roundNum': '2', 'seasonYear': '2009'}",2009,9,G-F
Draymond,Green,Michigan State,"[{'teamId': '1610612744', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612744', 'pickNum': '35', 'roundNum': '2', 'seasonYear': '2012'}",2012,6,F
Gerald,Green,Gulf Shores Aca. (TX),"[{'teamId': '1610612738', 'seasonStart': '2005', 'seasonEnd': '2006'}, {'teamId': '1610612745', 'seasonStart': '2007', 'seasonEnd': '2007'}, {'teamId': '1610612750', 'seasonStart': '2007', 'seasonEnd': '2007'}, {'teamId': '1610612742', 'seasonStart': '2008', 'seasonEnd': '2008'}, {'teamId': '1610612751', 'seasonStart': '2011', 'seasonEnd': '2011'}, {'teamId': '1610612754', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612756', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612748', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612738', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '18', 'roundNum': '1', 'seasonYear': '2005'}",2005,11,G-F
JaMychal,Green,Alabama,"[{'teamId': '1610612759', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612763', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2014,4,F
Jeff,Green,Georgetown,"[{'teamId': '1610612760', 'seasonStart': '2007', 'seasonEnd': '2010'}, {'teamId': '1610612738', 'seasonStart': '2010', 'seasonEnd': '2014'}, {'teamId': '1610612763', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612746', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612753', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2007'}",2007,10,F
Blake,Griffin,Oklahoma,"[{'teamId': '1610612746', 'seasonStart': '2009', 'seasonEnd': '2017'}, {'teamId': '1610612765', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612746', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2009'}",2010,8,F
Daniel,Hamilton,Connecticut,"[{'teamId': '1610612760', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '56', 'roundNum': '2', 'seasonYear': '2016'}",2017,1,G-F
Tim,Hardaway Jr.,Michigan,"[{'teamId': '1610612752', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612737', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,G
James,Harden,Arizona State,"[{'teamId': '1610612760', 'seasonStart': '2009', 'seasonEnd': '2011'}, {'teamId': '1610612745', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2009'}",2009,9,G
Maurice,Harkless,St. John's (NY),"[{'teamId': '1610612753', 'seasonStart': '2012', 'seasonEnd': '2014'}, {'teamId': '1610612757', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2012'}",2012,6,F
Montrezl,Harrell,Louisville,"[{'teamId': '1610612745', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '32', 'roundNum': '2', 'seasonYear': '2015'}",2015,3,F-C
Devin,Harris,Wisconsin,"[{'teamId': '1610612742', 'seasonStart': '2004', 'seasonEnd': '2007'}, {'teamId': '1610612751', 'seasonStart': '2007', 'seasonEnd': '2010'}, {'teamId': '1610612762', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612737', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612742', 'seasonStart': '2013', 'seasonEnd': '2017'}, {'teamId': '1610612743', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612742', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2004'}",2004,14,G
Gary,Harris,Michigan State,"[{'teamId': '1610612743', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,G
Joe,Harris,Virginia,"[{'teamId': '1610612739', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612751', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '33', 'roundNum': '2', 'seasonYear': '2014'}",2014,4,F-G
Tobias,Harris,Tennessee,"[{'teamId': '1610612749', 'seasonStart': '2011', 'seasonEnd': '2012'}, {'teamId': '1610612753', 'seasonStart': '2012', 'seasonEnd': '2015'}, {'teamId': '1610612765', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,F
Andrew,Harrison,Kentucky,"[{'teamId': '1610612763', 'seasonStart': '2016', 'seasonEnd': '2018'}, {'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}, {'teamId': '1610612739', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '44', 'roundNum': '2', 'seasonYear': '2015'}",2016,2,G
Shaquille,Harrison,Tulsa,"[{'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612741', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1,G
Josh,Hart,Villanova,"[{'teamId': '1610612747', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '30', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,G
Isaiah,Hartenstein,,"[{'teamId': '1610612745', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '43', 'roundNum': '2', 'seasonYear': '2017'}",2018,0,F-C
Udonis,Haslem,Florida,"[{'teamId': '1610612748', 'seasonStart': '2003', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2003,15,F
Gordon,Hayward,Butler,"[{'teamId': '1610612762', 'seasonStart': '2010', 'seasonEnd': '2016'}, {'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2010'}",2010,8,F
John,Henson,North Carolina,"[{'teamId': '1610612749', 'seasonStart': '2012', 'seasonEnd': '2018'}, {'teamId': '1610612739', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '14', 'roundNum': '1', 'seasonYear': '2012'}",2012,6,F
Juancho,Hernangomez,,"[{'teamId': '1610612743', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,F
Willy,Hernangomez,Spain,"[{'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612766', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '35', 'roundNum': '2', 'seasonYear': '2015'}",2016,3,C
Mario,Hezonja,Croatia,"[{'teamId': '1610612753', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612752', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F
Isaiah,Hicks,North Carolina,"[{'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1,F
Buddy,Hield,Oklahoma,"[{'teamId': '1610612740', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612758', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612740', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,G
George,Hill,Indiana Purdue-Indianapolis,"[{'teamId': '1610612759', 'seasonStart': '2008', 'seasonEnd': '2010'}, {'teamId': '1610612754', 'seasonStart': '2011', 'seasonEnd': '2015'}, {'teamId': '1610612762', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2018'}, {'teamId': '1610612749', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2008'}",2008,10,G
Solomon,Hill,Arizona,"[{'teamId': '1610612754', 'seasonStart': '2013', 'seasonEnd': '2015'}, {'teamId': '1610612740', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2013'}",2013,5,F
Aaron,Holiday,California-Los Angeles,"[{'teamId': '1610612754', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Jrue,Holiday,UCLA,"[{'teamId': '1610612755', 'seasonStart': '2009', 'seasonEnd': '2012'}, {'teamId': '1610612740', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '17', 'roundNum': '1', 'seasonYear': '2009'}",2009,9,G
Justin,Holiday,Washington,"[{'teamId': '1610612755', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612744', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612737', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612741', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612741', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2012,5,F-G
Rondae,Hollis-Jefferson,Arizona,"[{'teamId': '1610612751', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F
Richaun,Holmes,Bowling Green,"[{'teamId': '1610612755', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612756', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '37', 'roundNum': '2', 'seasonYear': '2015'}",2015,3,F-C
Rodney,Hood,Duke,"[{'teamId': '1610612762', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612739', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2014'}",2014,4,G
Al,Horford,Florida,"[{'teamId': '1610612737', 'seasonStart': '2007', 'seasonEnd': '2015'}, {'teamId': '1610612738', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2007'}",2007,11,C-F
Danuel,House Jr.,Texas A&amp;M;,"[{'teamId': '1610612764', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612745', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2,F-G
Dwight,Howard,SW Atlanta Christian Academy (GA),"[{'teamId': '1610612753', 'seasonStart': '2004', 'seasonEnd': '2011'}, {'teamId': '1610612747', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612745', 'seasonStart': '2013', 'seasonEnd': '2015'}, {'teamId': '1610612737', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612766', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2004'}",2004,14,C
Kevin,Huerter,Maryland,"[{'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612737', 'pickNum': '19', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,G
Chandler,Hutchison,Boise State,"[{'teamId': '1610612741', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '22', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,F
Serge,Ibaka,"Brazzaville, Rep. of Congo","[{'teamId': '1610612760', 'seasonStart': '2009', 'seasonEnd': '2015'}, {'teamId': '1610612753', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612761', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2008'}",2009,9,F-C
Andre,Iguodala,Arizona,"[{'teamId': '1610612755', 'seasonStart': '2004', 'seasonEnd': '2011'}, {'teamId': '1610612743', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612744', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2004'}",2004,14,G-F
Ersan,Ilyasova,"Eskisehir, Turkey","[{'teamId': '1610612749', 'seasonStart': '2006', 'seasonEnd': '2014'}, {'teamId': '1610612765', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612753', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612755', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612737', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612749', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '36', 'roundNum': '2', 'seasonYear': '2005'}",2006,10,F
Joe,Ingles,,"[{'teamId': '1610612762', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2014,4,F
Brandon,Ingram,Duke,"[{'teamId': '1610612747', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612747', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,F
Kyrie,Irving,Duke,"[{'teamId': '1610612739', 'seasonStart': '2011', 'seasonEnd': '2016'}, {'teamId': '1610612738', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,G
Jonathan,Isaac,Florida State,"[{'teamId': '1610612753', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,F
Wes,Iwundu,Kansas State,"[{'teamId': '1610612753', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '33', 'roundNum': '2', 'seasonYear': '2017'}",2017,1,F
Demetrius,Jackson,Notre Dame,"[{'teamId': '1610612738', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612738', 'pickNum': '45', 'roundNum': '2', 'seasonYear': '2016'}",2016,2,G
Frank,Jackson,Duke,"[{'teamId': '1610612740', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '31', 'roundNum': '2', 'seasonYear': '2017'}",2018,0,G
Josh,Jackson,Kansas,"[{'teamId': '1610612756', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,F
Justin,Jackson,North Carolina,"[{'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2017'}",2017,1,F
Reggie,Jackson,Boston College,"[{'teamId': '1610612760', 'seasonStart': '2011', 'seasonEnd': '2014'}, {'teamId': '1610612765', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612760', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2011'}",2011,7,G
Jaren,Jackson Jr.,Michigan State,"[{'teamId': '1610612763', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612763', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2018'}",2018,0,F-C
LeBron,James,St. Vincent-St. Mary HS (OH),"[{'teamId': '1610612739', 'seasonStart': '2003', 'seasonEnd': '2009'}, {'teamId': '1610612748', 'seasonStart': '2010', 'seasonEnd': '2013'}, {'teamId': '1610612739', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612739', 'pickNum': '1', 'roundNum': '1', 'seasonYear': '2003'}",2003,15,F
Amile,Jefferson,Duke,"[{'teamId': '1610612750', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612753', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",,0,F
Jonas,Jerebko,"Kinna, Sweden","[{'teamId': '1610612765', 'seasonStart': '2009', 'seasonEnd': '2014'}, {'teamId': '1610612738', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612762', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612744', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '39', 'roundNum': '2', 'seasonYear': '2009'}",2009,8,F
Alize,Johnson,Missouri State,"[{'teamId': '1610612754', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '50', 'roundNum': '2', 'seasonYear': '2018'}",2018,0,F
Amir,Johnson,Westchester HS (Los Angeles),"[{'teamId': '1610612765', 'seasonStart': '2005', 'seasonEnd': '2008'}, {'teamId': '1610612761', 'seasonStart': '2009', 'seasonEnd': '2014'}, {'teamId': '1610612738', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '56', 'roundNum': '2', 'seasonYear': '2005'}",2005,13,C-F
James,Johnson,Wake Forest,"[{'teamId': '1610612741', 'seasonStart': '2009', 'seasonEnd': '2010'}, {'teamId': '1610612761', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612758', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612763', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612761', 'seasonStart': '2014', 'seasonEnd': '2015'}, {'teamId': '1610612748', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612741', 'pickNum': '16', 'roundNum': '1', 'seasonYear': '2009'}",2009,9,F
Stanley,Johnson,Arizona,"[{'teamId': '1610612765', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2015'}",2015,3,F
Tyler,Johnson,Fresno State,"[{'teamId': '1610612748', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2014,4,G
Wesley,Johnson,Syracuse,"[{'teamId': '1610612750', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612756', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612747', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612746', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612740', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2010'}",2010,8,F-G
Nikola,Jokic,,"[{'teamId': '1610612743', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '41', 'roundNum': '2', 'seasonYear': '2014'}",2015,3,C
Damian,Jones,Vanderbilt,"[{'teamId': '1610612744', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612744', 'pickNum': '30', 'roundNum': '1', 'seasonYear': '2016'}",2016,2,C
